Sentence,Sentiment,entities
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",neutral,"[('Seikku', 'GPE'), ('Pori', 'ORG'), ('Alholma', 'PERSON'), ('Pietarsaari', 'GPE'), ('60', 'CARDINAL'), ('around six weeks', 'DATE'), ('mid-May', 'DATE')]"
The transaction is expected to be finalized by Dec 2009 .,neutral,"[('Dec 2009', 'DATE')]"
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,positive,"[('ARIA Bounce Player', 'PERSON')]"
The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,neutral,[]
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,"[(""Finnish Aktia Group 's"", 'ORG'), ('EUR', 'ORG'), ('17.5', 'CARDINAL'), ('the first quarter of 2010', 'DATE'), ('EUR 8.2', 'ORG'), ('the first quarter of 2009', 'DATE')]"
"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",neutral,"[('one', 'CARDINAL')]"
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,positive,"[('GWR', 'ORG'), ('WATCO', 'ORG'), ('RA', 'MONEY'), ('http://stks.co/o0xY', 'PERSON')]"
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,"[('EUR', 'ORG'), ('152.2', 'CARDINAL'), ('EUR 101.0', 'ORG'), ('2008', 'DATE')]"
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,"[('17 %', 'PERCENT'), ('the second quarter of 2010', 'DATE')]"
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,neutral,"[('33 %', 'PERCENT'), ('the third quarter of 2008', 'DATE'), ('EUR', 'ORG')]"
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,"[('July-September 2009', 'DATE'), ('Konecranes', 'PERSON'), ('EUR', 'ORG'), ('368.7', 'PRODUCT'), ('EUR 520.4', 'ORG'), ('July-September 2008', 'DATE')]"
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,"[('China', 'GPE'), ('Japan', 'GPE')]"
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",neutral,"[('Cencorp', 'ORG'), ('the first quarter', 'DATE'), ('EUR0.9', 'ORG'), ('the first quarter 2008', 'DATE')]"
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",neutral,"[('Finland', 'GPE'), ('the Bank of +àland', 'ORG'), ('EUR', 'ORG'), ('6.1', 'CARDINAL'), ('the second quarter of 2008', 'DATE'), ('EUR', 'ORG'), ('7.5', 'CARDINAL'), ('the second quarter of 2007', 'DATE')]"
"Cargotec 's share capital after the increase totals EUR 64,299,180 .",neutral,"[('Cargotec', 'ORG'), ('EUR 64,299,180', 'ORG')]"
Sophos aims to raise $100m in London IPO,positive,"[('100', 'MONEY'), ('London', 'GPE')]"
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,"[('Proha', 'ORG')]"
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",neutral,"[('718,430', 'CARDINAL'), (""the Helsinki Stock Exchange 's"", 'ORG'), ('Main List', 'ORG'), ('July 3 , 2006', 'DATE')]"
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,"[('21', 'CARDINAL'), ('October 2010 - Finnish', 'DATE'), ('Rapala VMC Corp', 'ORG'), ('HEL', 'ORG'), ('today', 'DATE'), ('EUR18 .9 m', 'ORG'), ('the first nine months of 2010', 'DATE'), ('the same period a year earlier', 'DATE')]"
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",neutral,"[('InterDigital', 'ORG')]"
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,"[('Tyrvaan Sanomat', 'PERSON'), ('Tyrvaan Sanomat Oy', 'ORG'), ('Sastamala', 'GPE'), ('Kiikoinen', 'GPE')]"
"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",positive,"[('Cargotec Corporation', 'ORG'), ('Press Release', 'ORG'), ('April 28 , 2008', 'DATE'), ('2.00 p.m.', 'TIME'), ('Finnish', 'NORP'), ('Cargotec', 'ORG'), ('MacGREGOR', 'PRODUCT')]"
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,neutral,"[('Juha Haapakoski', 'PERSON')]"
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,"[('Nordstjernan', 'GPE'), ('22.4 %', 'PERCENT'), ('Salcomp', 'ORG')]"
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,"[('Healthcare', 'ORG'), ('2009', 'DATE'), ('EUR 145.1 million', 'ORG'), ('155.2 million', 'CARDINAL'), ('EUR 8.9 million', 'PRODUCT')]"
"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",positive,"[('the summer', 'DATE'), ('80 broadsheet', 'QUANTITY'), ('160', 'CARDINAL'), ('32', 'CARDINAL'), ('48', 'CARDINAL')]"
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",negative,"[('Scanfil', 'ORG'), ('Oulu', 'GPE'), ('Finland', 'GPE')]"
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,neutral,"[('EUR', 'ORG'), ('21.1', 'CARDINAL'), ('2008', 'DATE')]"
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",neutral,"[('Digital Guatemala', 'PERSON'), ('Tecnomen', 'ORG'), ('Telgua', 'GPE'), ('GSM', 'ORG'), ('2003', 'DATE')]"
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,"[('one week', 'DATE')]"
"`` The number of collection errors fell considerably , and operations speeded up .",positive,[]
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,neutral,"[('Insurer Old Mutual', 'ORG'), (""Standard Bank's"", 'ORG')]"
"Broker tips: RBS, Croda, Sage",positive,"[('RBS', 'ORG'), ('Croda', 'ORG')]"
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",positive,"[('EUR 0.6', 'PRODUCT'), ('EUR', 'ORG'), ('a year earlier', 'DATE')]"
"The reductions will be implemented immediately , beginning in October 2009 .",neutral,"[('October 2009', 'DATE')]"
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,positive,"[('EBAY', 'ORG')]"
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative,"[('two', 'CARDINAL'), ('three', 'CARDINAL'), ('some 450', 'CARDINAL')]"
The contract includes heating plant equipment and associated installation work .,neutral,[]
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,positive,"[('Kinder Morgan', 'PERSON'), ('BP Form Joint Venture Limited Liability Company', 'ORG')]"
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",negative,"[('first-quarter', 'DATE'), ('between 46 and 50 cents', 'DATE'), ('61 cents', 'MONEY')]"
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",positive,"[('Neste Oil Corp.', 'ORG'), ('Honkajoki Oy', 'ORG'), ('Findest Protein Oy', 'ORG'), ('Finnish', 'NORP'), ('Neste', 'PERSON'), ('200,000', 'CARDINAL'), ('Porvoo', 'GPE'), ('Finland', 'GPE')]"
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,neutral,"[('2006', 'DATE'), ('2007', 'DATE'), ('EUR75', 'ORG')]"
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral,"[('Mursula', 'PERSON'), ('Malaysia', 'GPE')]"
The presentation material can be viewed on the company 's website in English after the conference .,neutral,"[('English', 'LANGUAGE')]"
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",positive,"[('Finnish Metso Paper', 'ORG'), ('MCC Paper Yinhe', 'ORG'), ('China', 'GPE')]"
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,"[('120-meter', 'QUANTITY'), ('Ireland', 'GPE')]"
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",neutral,"[('Galeria Podlaska', 'PERSON'), ('Wysockiego Street', 'FAC'), ('60-percent', 'PERCENT')]"
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,neutral,[]
"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",positive,"[('ISRG', 'ORG')]"
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,"[('Dragonfly Love', 'ORG'), ('the Nokia N8', 'LOC')]"
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral,"[('the Board of AS YIT Ehitus Priit Sauk', 'ORG')]"
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,neutral,"[('March 2011 - Finnish', 'DATE'), ('Scanfil Oyj HEL', 'PERSON'), ('SCF1V', 'PERSON'), ('today', 'DATE'), ('Scanfil EMS Group', 'ORG'), ('Ojala-Yhtyma Oy', 'ORG')]"
REFILE-Hikma and Barclays help Britain's FTSE to climb higher,positive,"[('Barclays', 'GPE'), ('Britain', 'GPE'), ('FTSE', 'ORG')]"
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,"[(""Finnish Stockmann Group 's"", 'ORG'), ('Hobby Hall', 'PERSON'), ('Russia', 'GPE')]"
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,positive,"[('UTSI', 'PERSON')]"
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,"[('Quartal Oy', 'ORG'), ('2,094,063', 'CARDINAL'), ('Satama Interactive Plc', 'ORG'), ('5,19 per cent', 'MONEY')]"
Demand was brisk as expected and order levels have remained high .,positive,[]
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",negative,"[('Finnish', 'NORP'), ('Okmetic Oyj HEL', 'ORG'), ('22', 'CARDINAL'), ('today', 'DATE')]"
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,neutral,"[('37 %', 'PERCENT'), ('EUR', 'ORG'), ('193.1', 'CARDINAL'), ('EUR', 'ORG'), ('305.6', 'PRODUCT')]"
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,"[('1.5 bln', 'QUANTITY'), ('2.2', 'MONEY'), ('September 30 , 2007', 'DATE'), ('24.2', 'CARDINAL'), ('the year', 'DATE'), ('365 mln euro', 'MONEY'), ('534.3', 'MONEY')]"
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative,"[('the quarter', 'DATE'), ('EUR510', 'ORG'), ('EUR860', 'GPE'), ('the third quarter 2007', 'DATE')]"
Barclays poised to replace Sir Mike Rake as he heads for exit,neutral,"[('Mike Rake', 'PERSON')]"
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,"[('last year', 'DATE'), ('the winter of', 'DATE'), ('2006-07', 'DATE')]"
Barclays appoints JPMorgan's Paul Compton as new COO,neutral,"[('JPMorgan', 'ORG'), ('Paul Compton', 'PERSON'), ('COO', 'ORG')]"
"$AAPL bounces off support, it seems",positive,[]
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,neutral,"[('EUR', 'ORG'), ('38.1', 'CARDINAL'), ('EUR 55.3', 'ORG'), ('2007', 'DATE')]"
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,neutral,"[('Estonian', 'NORP'), ('Wednesday', 'DATE'), ('0.42', 'CARDINAL'), ('0.45', 'CARDINAL'), ('the start of 2010', 'DATE')]"
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive,"[('EMS', 'ORG')]"
$MTD (Mettler-Toledo) ready for a breakout,positive,"[('MTD', 'PERSON'), ('Mettler-Toledo', 'ORG')]"
"HSBC shakes up board with two new business chiefs, three departures",neutral,"[('HSBC', 'ORG'), ('two', 'CARDINAL'), ('three', 'CARDINAL')]"
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",neutral,"[('Ridge Justin', 'PERSON'), ('Bao Yiliang', 'PERSON'), ('Karczewicz Marta', 'PERSON')]"
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",neutral,"[('iPad', 'ORG'), ('CV', 'ORG')]"
"In this way , the industry 's starting point has been the consumers ' needs .",neutral,[]
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",neutral,"[('Outokumpu', 'ORG'), ('EUR 800,000', 'ORG')]"
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",neutral,"[('2008', 'DATE'), ('EUR 9.3 million', 'MONEY')]"
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral,"[('Globes', 'PERSON'), ('Israel', 'GPE'), ('November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd.', 'DATE'), ('2009', 'DATE')]"
The EUR17m contract includes both design and construction works .,neutral,[]
$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,negative,"[('AAPL Beat', 'PERSON')]"
Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,neutral,"[('Delhaize Le Lion', 'PERSON'), ('the Aldata G.O.L.D. Vocal', 'ORG'), ('Motorola', 'ORG')]"
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",neutral,"[('The Baltimore Police', 'ORG'), ('about $ 1.5 billion', 'MONEY'), ('about $ 3.5 million', 'MONEY'), ('Madoff Ponzi', 'GPE')]"
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",positive,"[('the fourth quarter of 2009', 'DATE'), ('the fourth quarter of 2008', 'DATE')]"
